Time_since_start_s,Point1_x_diff,Point1_y_diff,Point2_x_diff,Point2_y_diff,Point3_x_diff,Point3_y_diff,Point4_x_diff,Point4_y_diff
41760.958,0.269867028142869,12.368848762218875,-1.2744072800311983,12.173378481443706,0.269867028142869,11.543718670122132,-2.2744072800311983,11.692993152618783
41761.182,-1.011642001286873,12.287640051549431,-0.7924216522584402,12.102633776285927,-0.011642001286872983,11.36940362906364,-1.7924216522584402,11.510687080896332
41761.428,-0.32528568795578394,11.307945208786691,-1.7082301480642172,12.141008984929442,0.6747143120442161,10.881234082178821,-1.7082301480642172,11.008718006217919
41761.516,-0.5008193407189765,11.708892336022188,-1.461707907639891,11.545392004539167,0.4991806592810235,10.338711849210597,-1.461707907639891,10.463571890713467
41761.6,0.34029256430488886,11.218983344311198,-1.2753990265833295,12.058319883431068,1.3402925643048889,9.712839879917567,-1.2753990265833295,9.835533492900026
41761.7,-0.524246280601858,11.624662301820536,-0.7199995864145308,11.469613848686834,0.47575371939814204,10.166704097551474,-1.7199995864145308,10.285109706382116
41761.758,0.45769253680578004,11.60972434190711,-0.7275123502132601,11.454803289424888,1.45769253680578,9.178111745951014,-1.72751235021326,9.296420062926018
41761.864,-0.1607270281728006,11.270166121003172,-1.400028999350809,11.126385818768256,0.8392729718271994,10.201090069851261,-2.400028999350809,9.310890547572058
41761.984,-0.6903618316823668,10.068302344532867,-2.080907790937715,10.934285143439695,0.30963816831763324,10.118915493504858,-2.080907790937715,10.221260199101607
41762.076,-1.0035049571995387,10.806987156720652,-1.20954589699312,10.67497536318183,-0.003504957199538694,9.31847365280413,-2.20954589699312,9.419286891961633
41762.146,-0.38492645214449794,10.489357594338685,-1.3667016970466648,10.359758766514346,0.6150735478555021,9.561037322136485,-1.3667016970466648,9.660007855554227
41762.246,-1.0206762153897557,9.965298729230653,-1.6324295482509115,9.839635196203233,-0.020676215389755725,9.961244533056629,-1.6324295482509115,10.057209806074127
41762.406,-0.28811610093123363,10.748985259385393,-1.7471316265061887,10.624936919433708,-0.28811610093123363,10.126436301033777,-2.7471316265061887,9.221168102090303
41762.534,-0.3721135296115108,9.683877993402632,-1.7851522710316203,10.560322994681485,0.6278864703884892,9.176156664650193,-1.7851522710316203,9.270511716583655
41762.596,-0.6616970569364753,9.662825120887135,-2.0594872787629015,10.54017087588744,0.3383029430635247,10.19223407875819,-3.0594872787629015,9.285901253511042
41762.72,-0.019796811424328098,10.626221877004298,-2.391293243879545,10.504720350471246,0.9802031885756719,9.220186820559263,-1.3912932438795451,9.3129737006102
41762.842,-0.6220264275443128,9.586138783112972,-1.9644432719804854,10.466488307057034,-0.6220264275443128,9.250797013954354,-1.9644432719804854,9.342170305192838
41763.05,0.08220581326798992,10.550205106008093,-2.234493177344234,10.431522665496175,0.08220581326798992,9.27823842874517,-2.234493177344234,9.368872461799299
41763.138,-0.18970842924869658,10.50949176583066,-2.4773603302627976,10.39172573470023,-0.18970842924869658,9.30932992133205,-2.4773603302627976,9.3992641214723
41763.27,-0.6675858376739257,9.477820034948763,-0.9322863021611738,10.36151278755375,-0.6675858376739257,9.33351662234071,-1.9322863021611738,9.422336795395552
41763.382,0.11437806615333557,10.455291628749194,-1.1341653292859633,10.339678248290966,0.11437806615333557,9.350720854941073,-2.1341653292859633,9.439011143721359
41763.486,-0.16403492903714323,10.438868882029851,-2.4006450518273823,10.324095507999346,-0.16403492903714323,9.36326238815002,-1.4006450518273823,9.450911190540182
41763.594,0.7823257339155703,10.41780951018535,-1.4393816761373728,10.303262197939318,-0.21767426608442975,9.37934476559036,-1.4393816761373728,9.4668209317324
41763.678,0.5679624050574148,10.407086852027192,-0.6459141838182063,10.293178210208225,0.5679624050574148,9.38753332111503,-1.6459141838182063,9.474521754814475
41763.756,-0.5718675224509298,10.392427835138903,-0.7752390006863834,10.27896279210853,0.42813247754907025,9.398727949532429,-1.7752390006863834,9.485377620841234
41763.868,0.6926444263474991,10.349049132081404,-1.4792431269139001,10.23779296579562,-0.3073555736525009,9.43185489560625,-1.4792431269139001,9.51681771747883
41764.096,-1.4765939361082019,10.276162639631195,-1.5957258048319432,10.16841740082549,-0.4765939361082019,9.487516008888463,-1.5957258048319432,9.56979764628312
41764.214,-0.8413200530299605,10.254583624398492,-0.9448255780949353,10.147926088290717,0.1586799469700395,9.50399522157926,-1.9448255780949353,9.585446214762214
41764.31,-0.9723822513877849,10.23011566083062,-1.0585016861049326,10.123903479055116,0.02761774861221511,9.522680632910692,-2.0585016861049326,9.603791523049608
41764.41,-0.8095178163498531,10.004129627356065,-0.7366478122343096,9.89821052517459,0.1904821836501469,9.695259032371837,-1.7366478122343096,9.776146106877206
41764.662,-0.5981858645159264,10.271047580234551,-1.0080335258004425,10.169656793131992,0.40181413548407363,9.255090648603925,-2.0080335258004425,9.332519591841049
41764.764,0.09275604750433786,9.991744866212287,-1.1199991425815483,9.892067642535267,0.09275604750433786,8.46838531380962,-2.1199991425815483,8.544505662755228
41764.85,0.3595052503386569,10.344823769460163,-0.39672737229653876,10.249086248571473,1.3595052503386569,7.962418532317031,-2.3967273722965388,8.035530254618209
41764.932,-0.7713067958009674,9.401577931403096,-0.8618474035213239,9.311550033419906,0.2286932041990326,8.682745600886108,-1.861847403521324,8.751497064425337
41764.996,-0.1735185417885532,10.046353919368357,-2.013389077954514,9.958358519903754,-0.1735185417885532,8.954018964574061,-2.013389077954514,9.021218273159889
41765.16,-0.4877555990604492,8.72711726579712,-2.102400131279296,9.64080858135327,0.5122444009395508,8.197809918712267,-3.102400131279296,8.263721136285767
41765.256,-0.6515970045578001,9.548387281679993,-1.1401570780433303,9.462984648279075,0.3484029954421999,8.334300365136812,-2.1401570780433303,8.399519660132512
41765.362,-0.7583135357818946,9.441324419324417,-1.1713377224422743,9.356481895828892,0.24168646421810536,8.416060893179122,-2.1713377224422743,8.480852449922565
41765.458,-0.6770041704735945,9.518108087794019,-1.1442062396876054,9.43285272424157,0.3229958295264055,8.357423629603488,-2.1442062396876054,8.422530459265204
41765.524,-0.7601476712316071,9.439556335905252,-1.1719243523832006,9.354723212429292,0.2398523287683929,8.417411122668511,-1.1719243523832006,8.482195500913804
41765.588,-0.8758710791439057,9.399742437512145,-1.2594815850362693,9.315297397135964,0.12412892085609428,8.447815739959879,-1.2594815850362693,8.512303751393574
41765.682,0.21446078551576875,9.388105872703932,-0.16104217643072616,9.303479621875056,0.21446078551576875,8.45670221714147,-1.1610421764307262,8.521328613277092
41765.788,-0.02338980087171194,9.375322995549936,-0.3896488510579843,9.291296947503838,0.9766101991282881,8.466464096872755,-1.3896488510579843,8.530632137091459
41765.996,-0.867887627270477,9.333092142187468,-1.203571751863933,9.251183745080652,0.13211237272952303,8.498714466371837,-2.203571751863933,8.561265323421651
41766.064,-2.8166273581929886,9.323240117408716,-3.145419148313124,9.241237403312311,-1.8166273581929886,8.506238146670228,-4.145419148313124,8.568861030627488
41766.14,-12.974308647957514,9.311734879536232,-13.294844641139548,9.23013654026613,-11.974308647957514,8.515024333616964,-13.294844641139548,8.577338409285346
41766.2,-31.975818344732886,9.30281429332149,-33.29206427263006,9.216517884622363,-31.975818344732886,8.521836703689246,-34.29206427263006,8.58773854666407
41766.342,-19.30207886602733,9.430385829634133,-20.80660703056253,9.23847831119457,-20.30207886602733,8.424414348797882,-21.80660703056253,8.570968062174245
41766.53,0.5638488516356119,9.948055192902928,-0.8765376204048039,9.437983128092412,-0.43615114836438806,9.26541816838278,-1.8765376204048039,8.65494410147437
41766.612,-0.3852646155437469,8.948993923898513,-0.8268308168359226,9.438788229821967,-0.3852646155437469,9.26470128915696,-1.8268308168359226,8.654329270700316
41766.692,-0.37935042308708944,8.949121326347154,-0.8210668914468329,9.438899724804287,-0.37935042308708944,9.264603995928951,-1.8210668914468329,8.654244125502203
41766.804,-0.367239893837052,8.949658234124911,-0.8094623569368764,9.439398380188265,-0.367239893837052,9.264193976409047,-1.8094623569368764,8.653863318127833
41766.902,-0.36735398835935484,8.949848570864788,-0.8097120487375378,9.439585057642205,-0.36735398835935484,9.264048622249675,-1.8097120487375378,8.653720758449595
41766.964,-0.3688493178694898,8.949976646584389,-0.8112845284545642,9.43971385804582,-0.3688493178694898,9.263950814865893,-1.8112845284545642,8.65362239764761
41767.07,-0.371112919210816,8.95014960631704,-0.8136498910859018,9.439888345197346,-0.371112919210816,9.263818730978358,-1.8136498910859018,8.653489147318396
41767.174,-0.37356640804682684,8.950373348805442,-0.8162397353591473,9.440112997111498,-0.37356640804682684,9.263647865903408,-1.8162397353591473,8.653317587743857
41767.242,-0.374308579691899,8.950454884941337,-0.8170331068191103,9.440194523348566,-0.374308579691899,9.263585599330554,-1.8170331068191103,8.653255328730324
41767.356,-0.3753759986983596,8.950588470530647,-0.8181858850005597,9.440327759046966,-0.3753759986983596,9.263483584233256,-1.8181858850005597,8.653153580833646
41767.454,-0.37638500187091495,8.950739825166806,-0.8192935922076003,9.440478267033768,-0.37638500187091495,9.263367999475804,-1.8192935922076003,8.653038642635579
41767.516,-0.3752996490667897,8.950956959752546,-0.8183750018495743,9.440688496299401,-0.3752996490667897,9.26320218064751,-1.8183750018495743,8.652878097182281
41767.61,-0.37472498608826754,8.951160956493311,-0.8179525906207346,9.44088700533257,-0.37472498608826754,9.263046394776723,-1.8179525906207346,8.652726502100563
41767.834,-0.3744003319940816,8.951658404112209,-0.8179885082171836,9.441373490046772,-0.3744003319940816,9.262666509734402,-1.8179885082171836,8.652354989082482
41767.874,-0.37431034247026673,8.951693321538528,-0.8179244959347329,9.441407486958951,-0.37431034247026673,9.26263984439828,-1.817924495934733,8.652329026713858
41767.954,-0.37355794517418417,8.951962174392577,-0.8173727061511613,9.441669118415348,-0.37355794517418417,9.26243452996124,-1.8173727061511613,8.652129227030287
41768.032,-0.3718533437672704,8.95217649256432,-0.8158389960894965,9.441875197568663,-0.3718533437672704,9.262270861939442,-1.8158389960894965,8.651971850886696
41768.108,-0.3716689090910563,8.95220919950691,-0.8156798889922925,9.441906817248366,-0.3716689090910563,9.262245884679885,-1.8156798889922925,8.651947703935605
41768.186,-0.370913892671183,8.952357333716861,-0.8150387868279267,9.442050207531736,-0.370913892671183,9.262132759260282,-1.8150387868279267,8.651838201302894
41768.252,-0.3699424351354992,8.952564208126205,-0.8142255904493254,9.442250643216823,-0.3699424351354992,9.261974775804845,-1.8142255904493254,8.651685134897946
41768.356,-0.3689297101098532,8.952784467496429,-0.813381151881913,9.44246409571798,-0.3689297101098532,9.26180657067738,-1.813381151881913,8.651522127961414
41768.456,-0.36758460645842206,8.953078001086226,-0.8122602741533456,9.442748568063166,-0.36758460645842206,9.261582408341553,-1.8122602741533456,8.65130488541206
41768.526,-0.3674375576906641,8.95311010072163,-0.8121377453696823,9.442779676895611,-0.3674375576906641,9.261557894863358,-1.8121377453696823,8.651281128578887
41768.6,-0.3664928980882678,8.953316424173863,-0.8113506852780574,9.442979632985214,-0.3664928980882678,9.261400332156484,-1.8113506852780574,8.65112842842575
41768.666,-0.36569555712202373,8.95349061794866,-0.8106863996436573,9.443148451389845,-0.36569555712202373,9.261267305869978,-1.8106863996436573,8.650999507139716
41768.742,-0.36470954713348647,8.953706028456452,-0.8098649279405663,9.443357214573211,-0.36470954713348647,9.261102803665551,-1.8098649279405663,8.650840081287186
41768.81,-0.3639124515809158,8.953880158593961,-0.8092008397226209,9.443525971120607,-0.3639124515809158,9.260969825976758,-1.809200839722621,8.650711207239397
41768.874,-0.36340905372503585,8.953990121172637,-0.8087814359188883,9.443632540199133,-0.36340905372503585,9.260885851026956,-1.8087814359188883,8.650629823798567
41768.958,1.6372411417935382,8.954132139691126,1.1917602793441802,9.443770175824284,1.6372411417935382,9.260777395967807,0.19176027934418016,8.650524715816687
41769.088,3.2037369247404968,9.878407583827027,2.856171733981,9.37955621861903,5.203736924740497,8.31860584868241,2.856171733981,8.699562887721186
41769.162,-0.8809064653337941,9.56224600615883,-0.8524731789539146,9.105750197372402,0.11909353466620587,8.560048464432498,-1.8524731789539146,8.90865990218299
41769.264,-0.05483816069136083,10.365612824524078,-1.849256238204589,9.922106290315185,-0.05483816069136083,8.710211017603342,-1.849256238204589,9.048902956425934
41769.356,-0.3452546420213025,9.281536615728498,-2.077087825231331,9.840194612112441,-0.3452546420213025,8.774417364002773,-2.077087825231331,9.11145631914519
41769.468,-0.9407489744967279,9.189242979943742,-1.6015153083696987,9.750886809896201,0.0592510255032721,8.844899099972451,-2.6015153083696987,8.179657868280287
41769.56,-0.10453603227620079,10.024070338646709,-0.6373620989386382,9.591244171419646,-0.10453603227620079,8.971036231686014,-1.6373620989386382,8.301571911420297
41769.662,5.578141098563833,9.000409331901494,5.0649109751799415,9.568705795455344,6.578141098563833,7.989105395567378,4.0649109751799415,8.318783757615222
41769.788,13.072703198008526,9.610295908414173,11.962995248226434,9.219519067991996,13.072703198008526,8.287022701334479,11.962995248226434,8.585446637671055
41769.902,-6.7617600612151705,8.876441648934758,-7.946128911297194,9.646681819213995,-5.7617600612151705,8.847444031765917,-8.946128911297194,8.022904360282837
41769.996,3.3933523458976538,8.737041026828365,2.4147756527718798,9.578240444288156,4.393352345897654,8.953899886037618,1.4147756527718798,8.075170877642392
41770.1,0.09565618602965742,9.770316307024245,-0.8927492406699002,8.623399420020576,0.09565618602965742,8.928488605041423,-2.8927492406699002,8.040684393529261
41770.224,-0.5246508775788357,8.625677797058358,-1.4096428214795083,8.480988924669987,0.47534912242116434,8.0389444689132,-1.4096428214795083,8.149438792976866
41770.27,0.8158437854804106,9.442391355130269,1.0662002176785563,9.304721261343161,1.8158437854804106,8.178914538322033,0.06620021767855633,8.284048842748462
41770.38,5.834907347875287,9.067058073621865,5.367993975210027,8.951330916909399,6.834907347875287,8.465544716264105,5.367993975210027,8.5539218923779
41770.852,1.2848584661112454,8.397554825493614,-0.7633652245666553,8.546780108102041,2.2848584661112454,7.267828501871634,-0.7633652245666553,8.153869864535864
41770.948,-1.0997089744579398,7.999032829683074,-0.8445723273026715,8.136550650239144,-0.0997089744579398,7.572167168866372,-1.8445723273026715,7.4671491506992425
41771.078,6.474217425542861,8.269848769256612,5.314514487473275,7.3687408176571125,6.474217425542861,7.129022015717624,5.314514487473275,7.053501280342971
41771.196,-3.71941470597244,8.022407679265655,-4.670026540175513,8.09899309203621,-3.71941470597244,7.317984964511311,-4.670026540175513,7.2594991025544005
41771.28,-5.222401543086448,7.761314889475614,-5.94692527964412,7.802587480266027,-4.222401543086448,7.517373285462099,-6.94692527964412,6.485854710837316
41771.358,-11.777831911733244,7.602103716598037,-12.364452863457018,7.605696987844965,-11.777831911733244,6.638957831945447,-13.364452863457018,6.636213764132435
41771.478,13.341879813985656,7.537453701758864,12.78473754955354,7.459819021643682,14.341879813985656,6.688329007298762,11.78473754955354,6.747616161601854
41771.71,-0.7779601507503457,7.221386570958998,-2.1318581937371732,8.124837749544781,0.22203984924965425,6.929699496957198,-2.1318581937371732,7.003430783857311
41771.844,-1.2466909436155902,7.967935164593371,-1.4210511860392216,7.8732724313135805,-0.24669094361559019,7.123252334622634,-1.4210511860392216,7.195543275557611
41772.02,-0.17351623973655705,7.96852076892975,-1.3484265905027542,7.873734297962017,-0.17351623973655705,7.122805127078379,-2.348426590502754,7.195190562579285
41772.126,-0.1718366789305037,7.968575708119658,-1.346788910261921,7.873786217035388,-0.1718366789305037,7.122763171753377,-2.346788910261921,7.195150913621887
41772.342,-0.17061986080017277,7.968805813595168,-1.3457365758722517,7.874013309232623,-0.17061986080017277,7.12258744746606,-2.3457365758722517,7.194977490480142
41772.426,5.899650052345521,7.924007665500426,5.775433521277989,7.849165590665223,6.899650052345521,7.156798378903602,4.775433521277989,7.213952908715953
41772.558,-0.9843852275246263,7.84555481456573,-1.0319970338097164,7.825561508769852,0.015614772475373684,7.2167103444321015,-2.0319970338097164,7.231978600886464
41772.668,-0.914053037833412,7.845714867582387,-0.9617731556453464,7.8256043119089895,0.08594696216658804,7.216588116996093,-1.9617731556453464,7.231945913480388
41772.774,-0.8864965648282919,7.845856975851575,-0.9343151702292971,7.825700444197764,0.11350343517170813,7.21647959339731,-1.934315170229297,7.231872500286272
41772.87,-0.8884091858074612,7.845972316413622,-0.936309248372595,7.825818917860602,0.1115908141925388,7.216391511451263,-1.936309248372595,7.231782025690222
41773.002,-0.894410942319098,7.8460965324829886,-0.9423989762102565,7.82595307574519,0.10558905768090199,7.21629665156064,-1.9423989762102565,7.2316795735491155
41773.112,2.607427468724211,7.843980072633485,2.5607896638147167,7.8263336690805545,3.607427468724211,7.217912925131714,1.5607896638147167,7.2313889264341356
41773.212,5.1310494427133335,7.837971243443917,5.047799096934455,7.887880636046077,6.1310494427133335,7.222501678287131,4.047799096934455,7.184387450779525
41773.332,4.965613007037405,7.0044598899250445,3.5799686247843283,8.152519126310665,4.965613007037405,7.0953595549602255,3.5799686247843283,6.982291390313037
41773.438,-15.78127566810167,7.910743113196133,-15.615001955443518,8.259767629635917,-14.78127566810167,7.403259668405724,-16.615001955443518,7.136720663787742
41773.586,-0.9093233496738549,8.063336871725369,-1.9839066977938273,8.436715516791423,0.09067665032614514,7.286728632350787,-1.9839066977938273,7.0015911485525635
41773.692,-0.9210530290216639,8.06352677077075,-1.9958949920307987,8.436928270542865,0.07894697097833614,7.286583612444872,-1.9958949920307987,7.001428675229192
41773.814,-0.9279513793047727,8.063802934755017,-2.0030674932239663,8.437221093411836,0.07204862069522733,7.286372714728543,-2.0030674932239663,7.001205055648484
41773.922,0.6542559609267755,8.011315755608962,-0.3364280570143592,7.376235883496861,0.6542559609267755,7.326455516439694,-0.3364280570143592,7.047777535177943
41774.02,5.350954052377688,7.716323433666389,4.833046107782934,8.03053334410555,6.350954052377688,7.55173183989848,3.833046107782934,7.311779650797632
41774.106,-2.722203981272969,7.566301029850422,-2.99890315714606,7.851860270448469,-2.722203981272969,6.666299213535808,-3.99890315714606,7.448226636500522
41774.21,-0.9298645169187694,7.431006826462067,-0.9887969245140766,7.68847698677439,0.07013548308123063,6.76961912547074,-2.9887969245140766,6.572997292286857
41774.298,-1.0079312554576063,7.43173757065432,-1.0679568520209841,7.689347163075354,-0.007931255457606312,6.769061079200526,-3.067956852020984,6.572332766117086
41774.402,-1.035944745919096,7.432121156106405,-1.096450770921706,7.68978246728642,-0.03594474591909602,6.768768147100388,-3.096450770921706,6.57200033803349
41774.538,-1.044292443982954,7.432352739735279,-1.105026752980507,7.690031090088667,-0.044292443982953955,6.768591293994007,-2.105026752980507,7.5718104726483375
41774.626,-1.047996390733374,7.432481996142599,-1.1088512252215423,7.690168274749283,-0.04799639073337403,6.768492584956277,-2.1088512252215423,7.571705709053845
41774.77,2.431428155821777,8.328860008398976,1.5388624265175395,7.562816995382775,2.431428155821777,6.8476254256847255,0.5388624265175395,6.668959860668849
41774.844,-10.658702817305425,8.032810675691906,-13.06737594101196,8.182147716017596,-10.658702817305425,7.073708954894926,-13.06737594101196,6.959664971718496
41774.96,-1.0060581153131807,7.939492679056968,-2.251401092555284,8.046949680154228,-0.006058115313180679,7.144972962907104,-2.251401092555284,7.062911443550604
41775.082,-0.998440991413986,7.939561076237169,-2.243806797556431,8.04700576396857,0.001559008586013988,7.144920730139859,-2.243806797556431,7.062868614112119
